episode,reward,length,success,avg_last_50
1,-1326.9999999999977,500,0,-1326.9999999999977
2,-425.90000000000293,352,1,-876.4500000000003
3,-1102.1000000000029,500,0,-951.6666666666679
4,-1056.4000000000044,500,0,-977.850000000002
5,-1192.6000000000004,500,0,-1020.8000000000017
6,-57.800000000000296,201,1,-860.3000000000014
7,-1150.9999999999957,500,0,-901.828571428572
8,-283.300000000002,334,1,-824.5125000000007
9,-1244.899999999995,500,0,-871.2222222222223
10,-1130.400000000003,500,0,-897.1400000000003
11,21.700000000000273,184,1,-813.6090909090912
12,181.10000000000008,87,1,-730.7166666666668
13,-71.70000000000044,188,1,-680.0230769230772
14,-769.5000000000032,378,1,-686.4142857142862
15,-781.1000000000053,500,0,-692.7266666666675
16,118.00000000000028,145,1,-642.0562500000008
17,-1258.8000000000013,500,0,-678.3352941176479
18,-1203.6000000000004,500,0,-707.5166666666674
19,-1016.5000000000065,500,0,-723.7789473684221
20,3.89999999999975,209,1,-687.3950000000011
21,-169.80000000000064,237,1,-662.7476190476201
22,-188.70000000000192,312,1,-641.2000000000012
23,-999.000000000006,500,0,-656.7565217391318
24,-427.40000000000316,359,1,-647.2000000000013
25,-2033.599999999988,500,0,-702.6560000000007
26,-2006.0999999999897,500,0,-752.788461538462
27,-687.7000000000028,360,1,-750.3777777777783
28,105.00000000000026,132,1,-719.828571428572
29,-15.500000000000398,169,1,-695.5413793103454
30,197.20000000000005,64,1,-665.7833333333339
31,-1496.0999999999992,500,0,-692.5677419354843
32,245.69999999999996,52,1,-663.2468750000005
33,-42.30000000000018,128,1,-644.4303030303035
34,140.90000000000015,99,1,-621.3323529411769
35,201.60000000000008,93,1,-597.8200000000004
36,-2077.199999999991,500,0,-638.913888888889
37,252.59999999999997,46,1,-614.818918918919
38,-714.1000000000054,460,1,-617.4315789473687
39,54.60000000000019,97,1,-600.2000000000004
40,171.10000000000005,55,1,-580.9175000000002
41,146.50000000000023,95,1,-563.1756097560979
42,51.30000000000024,117,1,-548.5452380952383
43,-245.9000000000019,317,1,-541.5069767441863
44,265.5,34,1,-523.1659090909094
45,1.2999999999999545,122,1,-511.51111111111146
46,-62.60000000000002,131,1,-501.75217391304375
47,35.70000000000016,123,1,-490.317021276596
48,137.6000000000002,78,1,-477.2354166666669
49,-21.700000000000614,126,1,-467.9387755102043
50,73.40000000000006,104,1,-457.1120000000002
51,-2505.0999999999894,500,0,-480.6740000000001
52,198.20000000000007,55,1,-468.19200000000006
53,-559.7000000000011,186,1,-457.34399999999994
54,100.10000000000002,63,1,-434.2139999999999
55,241.0,40,1,-405.5419999999999
56,242.59999999999997,47,1,-399.53399999999993
57,135.20000000000007,80,1,-373.80999999999995
