episode,reward,length,success,avg_last_50
1,-2594.9999999999663,1000,0,-2594.9999999999663
2,-1923.899999999976,1000,0,-2259.449999999971
3,-331.8000000000018,289,1,-1616.8999999999814
4,-4.600000000000136,185,1,-1213.8249999999862
5,-2481.4999999999764,1000,0,-1467.3599999999842
6,-242.6000000000015,274,1,-1263.2333333333204
7,-2909.899999999966,1000,0,-1498.4714285714126
8,-2684.9999999999673,1000,0,-1646.787499999982
9,-2624.7999999999693,1000,0,-1755.455555555536
10,-122.30000000000064,187,1,-1592.1399999999826
11,-1595.0999999999842,654,1,-1592.4090909090737
12,-1366.39999999999,610,1,-1573.5749999999834
13,147.80000000000013,77,1,-1441.1615384615232
14,-2255.699999999969,1000,0,-1499.3428571428408
15,-2167.5999999999694,1000,0,-1543.893333333316
16,-2698.4999999999695,1000,0,-1616.0562499999817
17,-298.1000000000017,258,1,-1538.5294117646888
18,39.000000000000284,144,1,-1450.8888888888728
19,134.9000000000002,122,1,-1367.4263157894584
20,-1340.39999999999,651,1,-1366.0749999999848
21,11.89999999999975,136,1,-1300.4571428571285
22,-594.8000000000039,433,1,-1268.3818181818044
23,223.7,73,1,-1203.508695652161
24,128.8000000000003,119,1,-1147.995833333321
25,-713.3000000000038,419,1,-1130.6079999999884
26,237.09999999999997,60,1,-1078.003846153835
27,222.8,73,1,-1029.825925925915
28,-306.80000000000246,290,1,-1004.0035714285611
29,-258.70000000000186,271,1,-978.3034482758521
30,29.500000000000057,120,1,-944.7099999999904
31,-678.6000000000038,395,1,-936.1258064516037
32,-129.70000000000084,168,1,-910.9249999999911
33,6.299999999999841,157,1,-883.1303030302944
34,140.50000000000009,75,1,-853.0235294117564
35,-12.10000000000025,150,1,-828.9971428571347
36,112.80000000000032,117,1,-802.8361111111032
37,-851.900000000001,522,1,-804.1621621621545
38,162.8000000000001,71,1,-778.7157894736768
39,-1509.5999999999835,733,1,-797.4564102564026
40,-278.60000000000264,398,1,-784.4849999999926
