episode,reward,length,success,avg_last_50
1,-189.90000000000083,166,1,-189.90000000000083
2,-1173.000000000001,500,0,-681.4500000000008
3,-912.1000000000042,500,0,-758.3333333333353
4,225.79999999999998,71,1,-512.3000000000014
5,-958.0000000000053,500,0,-601.4400000000022
6,-1236.0999999999976,500,0,-707.2166666666681
7,-1202.3999999999994,500,0,-777.957142857144
8,-645.9000000000043,365,1,-761.4500000000016
9,-1091.0000000000045,500,0,-798.0666666666687
10,-1209.2000000000012,500,0,-839.1800000000019
11,-1039.100000000005,500,0,-857.3545454545475
12,86.80000000000024,108,1,-778.6750000000019
13,-1523.7999999999952,500,0,-835.992307692309
14,-1055.4000000000044,500,0,-851.6642857142873
15,-1120.700000000003,500,0,-869.6000000000017
16,-256.6000000000015,269,1,-831.2875000000017
17,-35.00000000000006,163,1,-784.447058823531
18,-1028.3000000000052,500,0,-797.9944444444462
19,6.799999999999898,208,1,-755.6368421052649
20,-205.40000000000134,305,1,-728.1250000000017
21,-609.0000000000038,422,1,-722.4523809523828
22,-99.40000000000123,307,1,-694.13181818182
23,-542.6000000000024,294,1,-687.5434782608714
24,-91.30000000000086,215,1,-662.7000000000018
25,-269.5000000000023,247,1,-646.9720000000017
26,-191.8000000000011,258,1,-629.4653846153863
27,-264.1000000000024,285,1,-615.9333333333351
28,-1039.9000000000053,500,0,-631.0750000000019
29,89.20000000000036,148,1,-606.2379310344845
30,-117.40000000000043,190,1,-589.9433333333351
31,-25.500000000000227,146,1,-571.7354838709695
32,75.30000000000015,110,1,-551.5156250000016
33,-318.90000000000146,302,1,-544.4666666666683
34,207.7,79,1,-522.3441176470603
35,-1056.100000000005,500,0,-537.5942857142874
36,-661.9000000000038,415,1,-541.0472222222239
37,127.40000000000018,112,1,-522.9810810810827
38,-329.8000000000022,229,1,-517.8973684210544
39,-404.3000000000027,373,1,-514.9846153846171
40,78.10000000000028,133,1,-500.15750000000173
41,-1218.100000000001,500,0,-517.6682926829285
42,249.2,49,1,-499.40952380952547
43,-156.90000000000032,177,1,-491.44418604651327
44,-849.000000000005,500,0,-499.57045454545624
45,-1307.2999999999988,500,0,-517.5200000000017
46,-1262.299999999998,500,0,-533.710869565219
47,-502.000000000004,489,1,-533.0361702127676
48,-384.40000000000316,381,1,-529.939583333335
49,225.9,54,1,-514.5142857142873
50,-644.9000000000029,314,1,-517.1220000000015
51,21.200000000000045,144,1,-512.9000000000016
52,-64.00000000000034,198,1,-490.7200000000015
53,-894.5000000000057,500,0,-490.36800000000164
54,98.20000000000016,106,1,-492.9200000000016
55,-458.50000000000307,340,1,-482.93000000000154
56,-645.2000000000032,406,1,-471.11200000000173
57,-18.200000000000216,256,1,-447.4280000000017
58,-235.90000000000168,250,1,-439.2280000000017
59,-26.0,154,1,-417.92800000000153
60,-682.0000000000044,482,1,-407.3840000000016
61,-168.8000000000011,196,1,-389.9780000000015
62,-1058.400000000003,500,0,-412.8820000000016
63,-832.2000000000048,500,0,-399.0500000000018
64,-141.40000000000032,261,1,-380.77000000000174
65,-190.5000000000012,241,1,-362.16600000000176
66,-959.2000000000061,500,0,-376.2180000000018
67,-1013.400000000005,500,0,-395.7860000000019
68,-420.20000000000255,379,1,-383.62400000000184
69,-467.30000000000314,381,1,-393.1060000000019
70,-351.2000000000028,282,1,-396.0220000000019
71,-213.80000000000143,246,1,-388.1180000000019
72,-1011.7000000000053,500,0,-406.36400000000197
73,53.40000000000043,147,1,-394.44400000000184
74,-993.400000000004,500,0,-412.4860000000019
75,-806.7000000000061,500,0,-423.23000000000206
