episode,reward,length,success,avg_last_50
1,-1441.599999999998,500,0,-1441.599999999998
2,-361.1000000000017,251,1,-901.3499999999999
3,174.40000000000006,85,1,-542.7666666666665
4,-528.6000000000024,281,1,-539.2250000000006
5,-577.3000000000031,361,1,-546.840000000001
6,-1018.8000000000053,500,0,-625.5000000000017
7,-1415.2999999999981,500,0,-738.3285714285727
8,-1082.9000000000026,500,0,-781.4000000000015
9,-397.10000000000355,367,1,-738.7000000000018
10,-1469.4999999999986,500,0,-811.7800000000013
11,-1281.699999999996,500,0,-854.5000000000008
12,-1136.8000000000031,500,0,-878.025000000001
13,-396.50000000000307,282,1,-840.9846153846166
14,151.80000000000015,89,1,-770.0714285714297
15,191.00000000000006,70,1,-706.0000000000011
16,115.50000000000026,131,1,-654.6562500000009
17,-489.70000000000346,344,1,-644.9529411764717
18,92.20000000000024,136,1,-604.000000000001
19,-760.7000000000041,495,1,-612.2473684210538
20,204.80000000000004,73,1,-571.3950000000011
21,-280.800000000002,301,1,-557.5571428571441
22,-1388.099999999996,500,0,-595.309090909092
23,-716.1000000000047,371,1,-600.5608695652186
24,-1028.4000000000046,500,0,-618.3875000000013
25,-164.3000000000016,242,1,-600.2240000000013
26,4.100000000000023,110,1,-576.9807692307704
27,-262.7000000000014,257,1,-565.3407407407419
28,-1443.7999999999943,500,0,-596.7142857142866
29,-403.00000000000193,339,1,-590.0344827586217
30,-134.20000000000073,172,1,-574.8400000000009
31,-359.700000000003,374,1,-567.9000000000011
32,226.09999999999997,62,1,-543.087500000001
33,-40.20000000000044,176,1,-527.8484848484859
34,-24.000000000000398,128,1,-513.0294117647069
35,-1182.8000000000015,500,0,-532.1657142857154
36,-50.100000000000875,185,1,-518.775000000001
37,-21.90000000000009,143,1,-505.345945945947
38,184.30000000000015,92,1,-487.1973684210537
39,218.9,52,1,-469.0923076923087
40,154.80000000000027,112,1,-453.4950000000009
41,141.8000000000001,74,1,-438.97560975609844
42,-507.600000000003,320,1,-440.6095238095247
43,212.10000000000008,83,1,-425.43023255814046
