episode,reward,length,success,avg_last_50
1,-1410.9999999999939,500,0,-1410.9999999999939
2,221.70000000000002,66,1,-594.6499999999969
3,-936.700000000005,500,0,-708.6666666666664
4,-1126.100000000003,500,0,-813.0250000000005
5,-1162.5999999999974,500,0,-882.9399999999999
6,-642.4000000000038,396,1,-842.8500000000007
7,-1089.300000000003,500,0,-878.0571428571438
8,-1037.1000000000045,500,0,-897.9375000000014
9,-1017.6000000000037,500,0,-911.2333333333349
10,-1312.300000000001,500,0,-951.3400000000016
11,-1434.999999999994,500,0,-995.3090909090919
12,-114.70000000000073,231,1,-921.925000000001
13,-1009.600000000005,500,0,-928.6692307692321
14,-141.80000000000183,255,1,-872.464285714287
15,-1274.8999999999974,500,0,-899.2933333333344
16,-1087.6000000000001,500,0,-911.0625000000009
17,-215.0000000000008,164,1,-870.1176470588243
18,220.70000000000002,75,1,-809.5166666666674
19,-387.9000000000017,270,1,-787.3263157894745
20,-1087.7000000000032,500,0,-802.3450000000009
21,25.900000000000205,133,1,-762.9047619047627
22,220.10000000000002,76,1,-718.2227272727281
23,-235.7000000000005,234,1,-697.2434782608703
24,-109.80000000000081,193,1,-672.7666666666676
25,253.29999999999998,45,1,-635.7240000000008
26,265.29999999999995,34,1,-601.0692307692317
27,-601.9000000000012,233,1,-601.1000000000009
28,209.30000000000007,61,1,-572.1571428571438
29,248.2,50,1,-543.8689655172423
30,106.60000000000028,98,1,-522.1866666666675
31,-2159.1999999999894,500,0,-574.9935483870972
32,195.10000000000008,66,1,-550.9281250000004
33,252.7,46,1,-526.575757575758
34,228.2,68,1,-504.3764705882356
35,61.600000000000136,107,1,-488.20571428571463
36,228.0,52,1,-468.3111111111114
37,-2754.199999999991,500,0,-530.0918918918919
38,151.50000000000014,116,1,-512.1552631578948
39,219.10000000000002,60,1,-493.4051282051283
40,181.5000000000001,62,1,-476.5325000000001
41,160.10000000000005,82,1,-461.0048780487806
42,255.39999999999998,43,1,-443.9476190476191
43,258.8,40,1,-427.6046511627908
44,239.09999999999997,50,1,-412.4522727272728
45,-1281.099999999996,300,1,-431.75555555555553
46,130.20000000000007,68,1,-419.5391304347826
47,261.0,38,1,-405.0595744680851
48,265.4,34,1,-391.09166666666664
49,271.0,29,1,-377.57959183673466
50,266.5,33,1,-364.698
51,-1465.299999999997,314,1,-365.78399999999993
52,180.90000000000003,46,1,-366.5999999999999
53,-3119.6999999999907,500,0,-410.2599999999997
54,-229.40000000000032,120,1,-392.3259999999997
55,-2664.7999999999897,500,0,-422.3699999999995
56,-730.2000000000012,254,1,-424.1259999999994
57,50.30000000000024,92,1,-401.33399999999943
58,-2843.69999999999,500,0,-437.4659999999992
59,246.99999999999997,51,1,-412.17399999999907
60,212.4,59,1,-381.679999999999
61,136.80000000000013,70,1,-350.2439999999991
62,-145.20000000000033,125,1,-350.8539999999992
63,194.10000000000008,67,1,-326.779999999999
64,235.5,45,1,-319.233999999999
65,85.10000000000014,94,1,-292.033999999999
66,207.2000000000001,63,1,-266.13799999999907
67,-231.20000000000073,147,1,-266.461999999999
68,257.7,41,1,-265.721999999999
69,22.600000000000023,102,1,-257.511999999999
70,195.5000000000001,83,1,-231.84799999999893
71,41.80000000000024,117,1,-231.52999999999892
72,230.29999999999998,50,1,-231.32599999999894
73,237.19999999999996,60,1,-221.86799999999891
74,239.29999999999995,58,1,-214.88599999999894
75,-102.20000000000044,118,1,-221.99599999999893
76,247.89999999999998,50,1,-222.34399999999897
77,-904.5999999999999,392,1,-228.3979999999989
78,104.80000000000024,83,1,-230.4879999999989
79,241.09999999999997,48,1,-230.62999999999886
80,-544.8000000000015,246,1,-243.65799999999894
81,241.09999999999997,48,1,-195.65199999999913
82,261.0,38,1,-194.33399999999915
83,-70.10000000000025,122,1,-200.78999999999917
84,95.5000000000002,117,1,-203.44399999999914
85,88.40000000000006,74,1,-202.90799999999916
86,-117.50000000000034,99,1,-209.81799999999916
87,254.49999999999997,44,1,-149.64399999999932
88,265.4,34,1,-147.36599999999933
89,242.99999999999997,55,1,-146.88799999999935
90,268.7,31,1,-145.14399999999932
91,153.00000000000003,72,1,-145.28599999999935
92,209.9000000000001,52,1,-146.19599999999934
93,166.79999999999998,59,1,-148.03599999999935
94,-25.40000000000009,89,1,-153.32599999999934
95,216.60000000000002,55,1,-123.37199999999943
96,217.0,62,1,-121.6359999999994
97,-904.9999999999989,332,1,-144.95599999999942
98,-31.30000000000001,103,1,-150.8899999999994
99,38.30000000000018,121,1,-155.54399999999941
100,156.50000000000003,85,1,-157.7439999999994
101,259.0,40,1,-123.25799999999947
